Dátum;Čas;Teplota (°C);Wind Chill (°C);Heat Index (°C);Rosný bod (°C);Vlhkosť (%);Tlak (hPa);Zrážky (mm);Vietor (km/h);Smer vetra;UV index
18.09.2026;07:00;11,1;0,0;11,1;10,9;99,0;1012,5;0,4;0,0;Západno-juhozápad;0,0
